Instrument,Segment Name,Segment Code,year,number of segments
034730.KS,SKE&S,"221210, 221112",-4,8
053690.KS,,,-4,0
HOLI.OQ,Rail Transportation Automation,"513210, 541512",-4,3
HOLI.OQ,Industrial Automation,"551112, 335999, 335314",-4,3
HOLI.OQ,Mechanical and Electrical Solution,335314,-4,3
3800.HK,Solar material business,334413,-4,3
3800.HK,New energy business,"221118, 237130",-4,3
3800.HK,Solar farm business,"221118, 237130",-4,3
097950.KS,Food,"311824, 311314, 311224, 311211",-4,4
097950.KS,Biotechnology,"311119, 311111",-4,4
097950.KS,Logistics,"492110, 484110, 483212, 236210",-4,4
097950.KS,Consolidation Adjustment,,-4,4
3377.HK,Property Development,"236220, 236117",-4,3
3377.HK,All other segments,"721110, 551112",-4,3
3377.HK,Property Investment,"531120, 531110",-4,3
3833.HK,,,-4,0
002182.SZ,Non-ferrous Metal Smelting and Rolling Processing,"336390, 331523, 331313, 331491",-4,2
002182.SZ,Others,,-4,2
002183.SZ,Product Integration,512250,-4,7
002183.SZ,Global Purchasing,541614,-4,7
002183.SZ,Other Platform,541614,-4,7
002183.SZ,Extension Platform,541990,-4,7
002183.SZ,Yushangjin Holding Platform,541614,-4,7
002183.SZ,Logistics Platform,541614,-4,7
002183.SZ,Distribution Platform,"424350, 425120, 424820, 424490",-4,7
002192.SZ,Lithium Mining Industry,212290,-4,5
002192.SZ,Precision Equipment Manufaction Industry,333248,-4,5
002192.SZ,Other,"325180, 333248, 212290",-4,5
002192.SZ,Flexible electrical screen and module,334419,-4,5
002192.SZ,Lithium Processing and Smelting,"331410, 325180",-4,5
3254.T,Sales Of Real Estate,236117,-4,2
3254.T,Other Businesses,"531311, 531210, 531110, 524210",-4,2
002201.SZ,Other,327212,-4,2
002201.SZ,Glass and Fiber Products Manufacturing,327212,-4,2
1414.T,Eliminations and Corporate,,-4,3
1414.T,Other,"551112, 332919, 325520, 324122",-4,3
1414.T,Domestic Construction Business,"237990, 236220, 236210",-4,3
002202.SZ,Wind Power Services,237130,-4,5
002202.SZ,Wind Farm Development,221115,-4,5
002202.SZ,Intercompany Eliminations,,-4,5
002202.SZ,Turbine Manufacturing and Selling,333611,-4,5
002202.SZ,Others,221320,-4,5
0505.HK,Sale of Copper Products,"331420, 331410, 551112",-4,2
0505.HK,Online games,519290,-4,2
002203.SZ,Other Operations,,-4,4
002203.SZ,Copper Products,331420,-4,4
002203.SZ,Other,423510,-4,4
002203.SZ,Eliminations,,-4,4
002206.SZ,Other Operations,,-4,5
002206.SZ,Other Textile Industry,"313110, 325199",-4,5
002206.SZ,Chemical Fiber Manufacturing,"325220, 325199",-4,5
002206.SZ,Eliminations,,-4,5
002206.SZ,Rubber & Plastic Products,"326199, 325212, 325211",-4,5
002216.SZ,Restaraunt Services,"311999, 311412",-4,2
002216.SZ,Retail market,"311999, 311412",-4,2
002221.SZ,Liquefied Petroleum Gas Division,"424720, 325110",-4,3
002221.SZ,Warehousing Division,493190,-4,3
002221.SZ,Chemical Products Division,"325211, 325199, 325120, 325110",-4,3
0151.HK,Unallocated,,-4,5
0151.HK,Rice Crackers,311821,-4,5
0151.HK,Dairy Products & Beverages,"312111, 311920, 311511",-4,5
0151.HK,Other Products,"551112, 312130, 311999",-4,5
0151.HK,Snacks Food,"311919, 311911",-4,5
0098.HK,Industrial Aluminium Profiles,331318,-4,4
0098.HK,Construction Aluminium Profiles,331313,-4,4
0098.HK,All Other Segments,"551112, 236117",-4,4
0098.HK,Property Development,237210,-4,4
601958.SS,Metals Trading ,"331110, 212230, 331491",-4,4
601958.SS,Other,,-4,4
601958.SS,Molybdenum Minerals,"325180, 212230, 212290, 331491",-4,4
601958.SS,Eliminations,,-4,4
3617.TW,Europe,"525990, 423610",-4,5
3617.TW,Domestic,"334118, 423690, 423610, 335999",-4,5
3617.TW,Other Region,"423690, 423610, 335999",-4,5
3617.TW,America,"423610, 335999",-4,5
3617.TW,Elimination,,-4,5
002233.SZ,Cement,327310,-4,3
002233.SZ,Eliminations,,-4,3
002233.SZ,Concrete,327390,-4,3
0743.HK,Elimination,,-4,3
0743.HK,Concrete Business,327320,-4,3
0743.HK,Cement Business,"551112, 327992, 327310",-4,3
002244.SZ,Hotel,721110,-4,6
002244.SZ,Other Operation,721110,-4,6
002244.SZ,Property Management,531311,-4,6
002244.SZ,Real Estate,"236220, 236117",-4,6
002244.SZ,Elimination,,-4,6
002244.SZ,Rent,"531120, 531110, 236117",-4,6
002245.SZ,Metal Logistics ,"493190, 423510",-4,4
002245.SZ,LED,334413,-4,4
002245.SZ,Microfinance,522291,-4,4
002245.SZ,Lithium Battery,335910,-4,4
002250.SZ,Trading,424690,-4,5
002250.SZ,Other Operations,,-4,5
002250.SZ,Elimination,,-4,5
002250.SZ,Fine Chemicals and Intermediate,"325998, 325412, 325320",-4,5
002250.SZ,Machinery Manufacturing,332410,-4,5
002251.SZ,Within Hunan Province,"455110, 449210, 445110",-4,3
002251.SZ,Outside Hunan Province,"455110, 449210, 445110",-4,3
002251.SZ,Inter-segment Offset,,-4,3
002258.SZ,Pesticide,325320,-4,3
002258.SZ,Other,,-4,3
002258.SZ,Chemical material,"325411, 325199",-4,3
002266.SZ,Others,"211120, 562219, 562211, 333611",-4,5
002266.SZ,Oil mining,211120,-4,5
002266.SZ,Special generator,"333618, 333611",-4,5
002266.SZ,Other Industry,,-4,5
002266.SZ,Clean energy equipment,"334413, 333611",-4,5
002268.SZ,Information security industry,"513210, 561621, 541512, 334413",-4,1
103140.KS,Ammunition,332993,-4,2
103140.KS,Cuprumalloy,331410,-4,2
100090.KS,Steel Pipes,331210,-4,3
100090.KS,Ship,"336611, 332999, 236220",-4,3
100090.KS,Consolidated Adjustment,,-4,3
103590.KS,Electricity System,335311,-4,3
103590.KS,Electrical Wires,331420,-4,3
103590.KS,Intersegment adjustment,,-4,3
002271.SZ,Material Sales,324122,-4,2
002271.SZ,Construction,"541330, 423390",-4,2
6803.TWO,Environment Resource Department,"221118, 562219, 562213, 541620",-4,2
6803.TWO,Eliminations,,-4,2
104700.KS,,,-4,0
3143.T,,,-4,0
8923.T,Real Estate Development Business,"531120, 531110, 236117",-4,7
8923.T,Liquidation Of The Real Estate Business,"531120, 531110",-4,7
8923.T,Real Estate Leasing Business,"531120, 531110",-4,7
8923.T,Real Estate Fund Business,"523940, 531320, 531312",-4,7
8923.T,Eliminations and Corporate,,-4,7
8923.T,Real Estate Management Business,"531312, 531311",-4,7
8923.T,others,334220,-4,7
600325.SS,Real Estate Development,"236220, 236117",-4,2
600325.SS,Other Service Industry,,-4,2
084010.KS,Freight,"493110, 484121",-4,4
084010.KS,Steel Manufacturing,331221,-4,4
084010.KS,Other Segments,531120,-4,4
084010.KS,Intersegment Eliminations,,-4,4
600438.SS,Others,,-4,4
600438.SS,Photovoltaic,"221118, 334413",-4,4
600438.SS,Agriculture and Animal Husbandry,"311710, 311999, 311119, 112512",-4,4
600438.SS,Eliminations,,-4,4
0581.HK,Real Estate,236117,-4,2
0581.HK,Iron and steel,331110,-4,2
600284.SS,Environment Industry,562111,-4,5
600284.SS,Bridge and Tunnel Construction,"237990, 237310",-4,5
600284.SS,Asphalt concrete and related products,"324122, 324121",-4,5
600284.SS,Other,,-4,5
600284.SS,Property,"531312, 531311",-4,5
6674.T,Others,"335139, 335910, 334517",-4,5
6674.T,Domestic automobile battery,335910,-4,5
6674.T,Lithium-ion battery,335910,-4,5
6674.T,Industrial battery power,"335910, 333310",-4,5
6674.T,Overseas automobile battery,335910,-4,5
046440.KQ,consolidated adjustment,,-4,3
046440.KQ,Education industry,611691,-4,3
046440.KQ,Electronic settlement,522320,-4,3
600969.SS,Water Supply,"221320, 221310",-4,3
600969.SS,Industrial Gas,325120,-4,3
600969.SS,Electric Power Distribution,"221122, 221111",-4,3
600497.SS,Nonferrous Metals Selection Smelting,"331410, 212230, 212290, 331492",-4,4
600497.SS,Other Operations,,-4,4
600497.SS,Non-metallic Mining Choose,"331410, 331492",-4,4
600497.SS,Nonferrous Metal Products Trade,423510,-4,4
1785.TWO,Other Company,"325180, 334413, 332999, 331492",-4,4
1785.TWO,Intersegment Elimination,,-4,4
1785.TWO,Taiwan Solar,"325180, 334413, 332999, 331492",-4,4
1785.TWO,Kunshan Solar,"325180, 334413, 332999, 331492",-4,4
600985.SS,Other Operation,,-4,3
600985.SS,Coal chemical industry,"325199, 324199",-4,3
600985.SS,Coal mining and selection industry,325920,-4,3
600963.SS,Paper Manufacturing,322120,-4,6
600963.SS,Forestry,113110,-4,6
600963.SS,Chemical,"322120, 424690",-4,6
600963.SS,Construction and Installation,238390,-4,6
600963.SS,Property,236117,-4,6
600963.SS,Eliminations,,-4,6
600483.SS,Power Industry,"221115, 221114, 221330, 221112",-4,2
600483.SS,Textile Industry,"313310, 313240, 313110, 313230",-4,2
600461.SS,Water Supply,221310,-4,7
600461.SS,Sewage Treatment,221320,-4,7
600461.SS,Project income,"237990, 237120",-4,7
600461.SS,Other operations,,-4,7
600461.SS,Eliminations,,-4,7
600461.SS,Others,221118,-4,7
600461.SS,Energy,221210,-4,7
600966.SS,Trade,424130,-4,3
600966.SS,Eliminations,,-4,3
600966.SS,Manufacturing,"322120, 322130, 322110",-4,3
002001.SZ,Pharmaceutical Chemicals,"325180, 325411, 325211, 311942",-4,4
002001.SZ,Other Operation,,-4,4
002001.SZ,"Other, Main Operation",,-4,4
002001.SZ,Eliminations,,-4,4
2319.HK,Other Dairy Products,311514,-4,8
2319.HK,Liquid Milk,311511,-4,8
2319.HK,Ice Cream,311520,-4,8
2319.HK,Milk powder,311514,-4,8
2319.HK,Other Dairy Products,311514,-4,8
2319.HK,Liquid Milk,311511,-4,8
2319.HK,Ice Cream,311520,-4,8
2319.HK,Milk powder,311514,-4,8
600143.SS,Other Business,,-4,3
600143.SS,Plastics Products,325211,-4,3
600143.SS,Material Trading,"424690, 424610",-4,3
600981.SS,Exports,"424310, 423990",-4,6
600981.SS,Domestic Goods,"424510, 424310",-4,6
600981.SS,Consignment Purchase & sales,541613,-4,6
600981.SS,House Rent,531120,-4,6
600981.SS,Transportation,484121,-4,6
600981.SS,Import Business,423310,-4,6
1116.HK,,,-4,0
8250.HK,Money Lending,"522299, 522291",-4,3
8250.HK,Coal mining and construction services,"237990, 213113",-4,3
8250.HK,Heating Supply,221330,-4,3
600984.SS,Steel Structures,332312,-4,6
600984.SS,Construction Equipment Sales,333120,-4,6
600984.SS,Elimination,,-4,6
600984.SS,Machinery Lease,532412,-4,6
600984.SS,Pavement Project,333120,-4,6
600984.SS,Transport operation,333120,-4,6
002015.SZ,Manufacturing,"325220, 313110",-4,2
002015.SZ,Power and heat production and supply,"221118, 562213, 221330, 221112",-4,2
002016.SZ,Real Estate,"236220, 236117",-4,2
002016.SZ,Other Business,,-4,2
600965.SS,Catering Industry,722511,-4,5
600965.SS,Livestock farming and food processing,"311991, 311611, 112111",-4,5
600965.SS,Intercompany Eliminations,,-4,5
600965.SS,Funeral Service,812210,-4,5
600965.SS,Overseas Business,424990,-4,5
002025.SZ,Other,,-4,2
002025.SZ,Electric Elements,"335314, 335312, 334417",-4,2
002028.SZ,Power Transmission and Distribution equipment,"335313, 335311, 334516, 334513",-4,2
002028.SZ,Other Operation,334513,-4,2
014830.KS,Consolidated Adjustment,,-4,4
014830.KS,Potassium& Other Chemical Manufacturing,325199,-4,4
014830.KS,Chemical Manufacturing,325199,-4,4
014830.KS,Board Manufacturing,"321999, 321212, 321211",-4,4
078930.KS,Trade,"423840, 423120",-4,4
078930.KS,Investment and Other,"721110, 711211, 551112",-4,4
078930.KS,Gas Electricity,"211120, 221210, 221112",-4,4
078930.KS,General Household Goods,"445131, 445110",-4,4
8053.HK,Bulk Mineral Trade,423510,-4,2
8053.HK,Explosives Trading and Blasting Services,325920,-4,2
002034.SZ,Project Operations,"562212, 562111, 541690, 541330",-4,1
8934.T,Real Estate Restoration Projects,"531120, 236220",-4,5
8934.T,Eliminations and Corporate,,-4,5
8934.T,Other,"236118, 236117",-4,5
8934.T,Property Management Business,531312,-4,5
8934.T,Real Estate Services,"561720, 541350, 531312, 531210",-4,5
4082.T,,,-4,0
1712.T,Eliminations and Corporate,,-4,4
1712.T,Soil Contamination Research and Solve,562910,-4,4
1712.T,Other,"562998, 562910, 562219, 541620",-4,4
1712.T,Plaster cycle,562111,-4,4
0438.HK,Solar Photovoltaic business,"334413, 327215",-4,4
0438.HK,New materials business,"335910, 335999, 335932",-4,4
0438.HK,Others,,-4,4
0438.HK,Trading business,423690,-4,4
5310.T,Japan,"327120, 335991, 333414",-4,5
5310.T,Europe,"327120, 335991, 333414",-4,5
5310.T,America,"327120, 335991, 333414",-4,5
5310.T,Asia,"327120, 335991, 333414",-4,5
5310.T,Eliminations,,-4,5
079960.KQ,,,-4,0
3359.T,,,-4,0
002039.SZ,Electricity,221111,-4,2
002039.SZ,Others,,-4,2
3769.T,Payment activation business,"812990, 522320",-4,3
3769.T,Financial Related business,522320,-4,3
3769.T,Payment agency business,"541613, 522320",-4,3
600970.SS,Other Operation,,-4,7
600970.SS,Equipment Manufacturing,"333248, 333131",-4,7
600970.SS,Manufacturing Operation Management,"541990, 213115",-4,7
600970.SS,Other,,-4,7
600970.SS,Environmental protection,"333310, 562219, 541620, 541330",-4,7
600970.SS,Engineering Construction,"541330, 238110, 237990",-4,7
600970.SS,Eliminations,,-4,7
002041.SZ,,,-4,0
3300.HK,Energy saving & new energy Glass Products,327215,-4,5
3300.HK,Painted Glass Products,327215,-4,5
3300.HK,Coated Glass Products,327215,-4,5
3300.HK,Clear Glass Products,327211,-4,5
3300.HK,Design and installation service,238290,-4,5
3311.HK,,,-4,0
1068.HK,Chilled and Frozen Meat,"424470, 311613, 311612, 311611",-4,2
1068.HK,Processed Meat Products,"551112, 424470, 311613, 311612",-4,2
079430.KS,Special Furniture,"337122, 337110",-4,6
079430.KS,Other Segments,423310,-4,6
079430.KS,Office Furniture,"337215, 337214, 337211",-4,6
079430.KS,Internal Transaction,,-4,6
079430.KS,House Furniture,"337126, 337121",-4,6
079430.KS,B2B,"423840, 423390, 423310",-4,6
5741.T,Elimination,,-4,4
5741.T,Processed Products Related Bus.,"331318, 484220, 331315, 237990",-4,4
5741.T,Copper & Brass Products Bus.,331420,-4,4
5741.T,Aluminium Rolling Products Bus.,"331318, 331313, 331315",-4,4
3383.HK,Elimination,,-4,6
3383.HK,Property Development,"561730, 238390, 236220, 236117",-4,6
3383.HK,Property Management,"541620, 531312, 531311",-4,6
3383.HK,Hotel Operations,"722511, 721310, 721110",-4,6
3383.HK,Property Investment,"531390, 531120",-4,6
3383.HK,Environmental protection,"562219, 531390",-4,6
3393.HK,Advanced distribution operations,"335311, 334515",-4,3
3393.HK,Communication and fluid advanced metering infrastructure,"334514, 334220, 238220",-4,3
3393.HK,Power advanced metering infrastructure,"334515, 238210",-4,3
086520.KQ,Other Segment(Merchandise & Rental),"541614, 531120",-4,3
086520.KQ,Environment Material,924120,-4,3
086520.KQ,Electric Material,"335910, 325998",-4,3
3501.TW,Taiwan,"423620, 335999, 335931, 334419",-4,5
3501.TW,Southern China,"423620, 335999, 335931, 334419",-4,5
3501.TW,Eliminations,,-4,5
3501.TW,Eastern China,"335999, 335931, 334419, 332510",-4,5
3501.TW,Other,"335929, 334419",-4,5
1407.T,Other Businesses,551112,-4,6
1407.T,Energy saving business,"334413, 333415",-4,6
1407.T,Electric power business,"221118, 221122",-4,6
1407.T,Eliminations and Corporate,,-4,6
1407.T,Maintenance business,811310,-4,6
1407.T,Renewable energy Business,237130,-4,6
1292.HK,,,-4,0
3323.HK,Eliminations,,-4,7
3323.HK,Other,423320,-4,7
3323.HK,Engineering Services,"541330, 423810",-4,7
3323.HK,Cement,327310,-4,7
3323.HK,Concrete,327320,-4,7
3323.HK,New Materials,"327999, 327215",-4,7
3323.HK,Others,,-4,7
002051.SZ,Trade,425120,-4,3
002051.SZ,Other Operations,,-4,3
002051.SZ,Construction Contracting and Equipment,"333248, 237990, 236210",-4,3
0272.HK,Property Investment,"721110, 531312, 531120",-4,4
0272.HK,Other,,-4,4
0272.HK,Property Development,"531312, 531311, 236220, 236117",-4,4
0272.HK,Construction,"551112, 236220, 236118, 236117",-4,4
601001.SS,Construction Materials,327120,-4,5
601001.SS,Coal,"212115, 212114",-4,5
601001.SS,Other Operation,,-4,5
601001.SS,Chemical,212323,-4,5
601001.SS,Others,,-4,5
3900.HK,Property development,"531312, 531311, 236220, 236117",-4,6
3900.HK,Hotel Operations,721110,-4,6
3900.HK,Others,"561990, 531390",-4,6
3900.HK,Inter segment elimination,,-4,6
3900.HK,Property Investment,"531390, 531120",-4,6
3900.HK,Project management,541611,-4,6
002057.SZ,Others,,-4,3
002057.SZ,Manufacturing,"339993, 325199",-4,3
002057.SZ,Services,541420,-4,3
3983.HK,Methanol,325199,-4,5
3983.HK,Urea,325311,-4,5
3983.HK,Phosphorus and compound fertiliser,325312,-4,5
3983.HK,Elimination,,-4,5
3983.HK,Others,,-4,5
002061.SZ,Other,,-4,3
002061.SZ,Chemical Industry,"325180, 325199",-4,3
002061.SZ,Infrastructure Engineering Industry,"541330, 237990, 237310",-4,3
002062.SZ,Real Estate Business,"236220, 236117",-4,5
002062.SZ,Construction and Infrastructure Investment,"237990, 237310",-4,5
002062.SZ,Eliminations,,-4,5
002062.SZ,Other Business,237990,-4,5
002062.SZ,New Energy Development Business,221118,-4,5
002066.SZ,,,-4,0
7826.T,E-Business,"334419, 334413",-4,5
7826.T,Sensor Business,"334513, 334413",-4,5
7826.T,Other,212290,-4,5
7826.T,Film,334419,-4,5
7826.T,Chemical,"212290, 331492",-4,5
601699.SS,Other,,-4,3
601699.SS,Mining,"212115, 324199",-4,3
601699.SS,Coalification Industry,"423520, 324199",-4,3
2127.T,,,-4,0
092230.KS,Other,493190,-4,6
092230.KS,Intercompany Eliminations,,-4,6
092230.KS,PPG,325211,-4,6
092230.KS,Holdings,"551112, 523910",-4,6
092230.KS,Real Estate Rental,531120,-4,6
092230.KS,Automobile Parts,336390,-4,6
002074.SZ,Intercompany elimination,,-4,3
002074.SZ,Electrical Transmission & Distribution,"335999, 335313, 335311",-4,3
002074.SZ,Power Lithium Battery,"336320, 335910",-4,3
0609.HK,Other chemical products,325998,-4,4
0609.HK,Chloroacetic Acid and its derivative products,"325180, 325199",-4,4
0609.HK,Alcohols Products,"325193, 312130",-4,4
0609.HK,Cyanide and It's Derivative Products,325199,-4,4
002078.SZ,Paper,"322120, 322130",-4,7
002078.SZ,Other Business,,-4,7
002078.SZ,Electric & Steam,"221330, 221112",-4,7
002078.SZ,Intercompany Eliminations,,-4,7
002078.SZ,Trading,424110,-4,7
002078.SZ,Pulping,322110,-4,7
002078.SZ,Chemical branch,325998,-4,7
002081.SZ,Other,,-4,4
002081.SZ,Building Decoration,"238390, 238320, 238190, 238120",-4,4
002081.SZ,Manufacturing,"337127, 332323",-4,4
002081.SZ,Other Business,"541410, 541330, 541310",-4,4
601666.SS,Inter-Segment Offset,,-4,5
601666.SS,Others,"541360, 423520",-4,5
601666.SS,Coal Blending,"212115, 423520",-4,5
601666.SS,Exploration Engineering,212115,-4,5
601666.SS,Coal Washing,"212115, 423520",-4,5
3526.TWO,,,-4,0
002092.SZ,Other Operatings,,-4,6
002092.SZ,Textile Industry,325220,-4,6
002092.SZ,Trade,424690,-4,6
002092.SZ,Chlor Alkali Chemical Industry,325180,-4,6
002092.SZ,Logistics and transport,"541614, 484122, 484121, 484110",-4,6
002092.SZ,Elimination,,-4,6
2233.HK,,,-4,0
3708.T,Eliminations and Corporate,,-4,5
3708.T,Environment related business,561730,-4,5
3708.T,Commodities pertinent to people's life,322120,-4,5
3708.T,Special Material Business,"322120, 322299, 322110",-4,5
3708.T,Industrial Material Business,"322120, 322299, 322110",-4,5
002100.SZ,Other Operations,,-4,6
002100.SZ,Animal Food,311119,-4,6
002100.SZ,Other (Main),,-4,6
002100.SZ,Food culture,112210,-4,6
002100.SZ,Pharmaceutical industry,325412,-4,6
002100.SZ,Fats and oils processing,311225,-4,6
0656.HK,Eliminations,,-4,6
0656.HK,Health,"325412, 311999",-4,6
0656.HK,Investment,523150,-4,6
0656.HK,Insurance,"524126, 524113",-4,6
0656.HK,Happiness Ecosystem,"711310, 561520, 561510, 523910",-4,6
0656.HK,Finance,"523150, 522320",-4,6
093370.KS,,,-4,0
601003.SS,Other,,-4,2
601003.SS,Metallurgical,331110,-4,2
002116.SZ,Consultation,"541330, 541320, 541310",-4,3
002116.SZ,General Contract,"236220, 236210",-4,3
002116.SZ,Other,,-4,3
002121.SZ,Other,,-4,2
002121.SZ,Industry,"335999, 334515, 334513, 334419",-4,2
002124.SZ,Animal Feeds,311119,-4,5
002124.SZ,Food,"311613, 311611",-4,5
002124.SZ,Engineering Environmental Protection,541330,-4,5
002124.SZ,Animal vaccines,325414,-4,5
002124.SZ,Breeding,112210,-4,5
002125.SZ,Other Operations,,-4,4
002125.SZ,Elimination,,-4,4
002125.SZ,Guangxi,"325180, 221320",-4,4
002125.SZ,Hunan,"325180, 221320",-4,4
002129.SZ,Other,,-4,4
002129.SZ,Semi-conductor,334413,-4,4
002129.SZ,New energy,"522220, 334413, 237130",-4,4
002129.SZ,Service,"522220, 237130",-4,4
002128.SZ,Other Operations,,-4,5
002128.SZ,Coal,"212114, 423520, 324199",-4,5
002128.SZ,Eliminations,,-4,5
002128.SZ,Electric Power,221112,-4,5
002128.SZ,New Energy,"221115, 221114",-4,5
2007.HK,Property Development,"531312, 531311, 531120, 236117",-4,3
2007.HK,Construction,"236220, 236116",-4,3
2007.HK,Others,"721110, 551112, 541330, 523910",-4,3
3889.HK,Corn Refined Products,"311221, 311211",-4,3
3889.HK,Corn Based Sweetener Products,311999,-4,3
3889.HK,Trading,424690,-4,3
091580.KQ,Car,441330,-4,3
091580.KQ,Electronic,335910,-4,3
091580.KQ,Eliminations,,-4,3
0819.HK,Trading,423690,-4,2
0819.HK,Manufacturing business,"336320, 335910",-4,2
002138.SZ,Electronic component,"334419, 334417, 334416",-4,2
002138.SZ,Other,334419,-4,2
4461.T,Surfactant,325613,-4,5
4461.T,Electronic Device Materials,"334419, 334413",-4,5
4461.T,Functional Materials Business,"325998, 325211",-4,5
4461.T,Amenities Material,"325613, 325199",-4,5
4461.T,Urethane Material,"326150, 325199",-4,5
1786.T,Eliminations,,-4,4
1786.T,Steel Structures,237990,-4,4
1786.T,Construction,"333120, 327390, 237310",-4,4
1786.T,Other,"221114, 531190, 518210",-4,4
2875.T,Eliminations and Corporate,,-4,8
2875.T,Domestic instant noodle business,311423,-4,8
2875.T,Refrigeration business,493120,-4,8
2875.T,Processed Food Business,,-4,8
2875.T,Instant noodles overseas business,311824,-4,8
2875.T,Other,,-4,8
2875.T,Cold food business,311412,-4,8
2875.T,Aquatic food business,311710,-4,8
6925.T,Eliminations and Corporate,,-4,4
6925.T,Equipment Business,"335139, 333310, 334419",-4,4
6925.T,Other,,-4,4
6925.T,Source of Light Business,335139,-4,4
2208.T,,,-4,0
8864.T,Heat Supply Business,221330,-4,4
8864.T,Other Bus. Operate Water Supply&Drainage,"221118, 221320",-4,4
8864.T,Real Estate Leasing Business,531120,-4,4
8864.T,Eliminations and Corporate,,-4,4
3232.T,Eliminations and Corporate,,-4,5
3232.T,Leisure And Services,"721110, 713910, 611692, 487110",-4,5
3232.T,Distribution Business,"424710, 423110",-4,5
3232.T,Transportation Business,"485310, 485113",-4,5
3232.T,Real Estate Industry,"551112, 531210, 531110, 236117",-4,5
3231.T,Eliminations and Corporate,,-4,8
3231.T,Others,"531120, 531110",-4,8
3231.T,Housing,"541810, 531110, 236116, 236115",-4,8
3231.T,Eliminations/Corporate,,-4,8
3231.T,Asset Investment Development,523940,-4,8
3231.T,Agency & GRE,"531210, 524210",-4,8
3231.T,Rental,"531120, 531110",-4,8
3231.T,Operational Management,"221118, 561720, 531312, 531311",-4,8
015760.KS,Other Segments,221118,-4,6
015760.KS,Transmission & Distribution,221122,-4,6
015760.KS,Electric Power Support,811310,-4,6
015760.KS,Electric Power Generation (Nuclear),221113,-4,6
015760.KS,Electric Power Generation (Non-Nuclear),221112,-4,6
015760.KS,Consolidation Adjustment,,-4,6
009070.KS,Transportation,484121,-4,3
009070.KS,Operation,"541614, 484110",-4,3
009070.KS,Package,488320,-4,3
036460.KS,other segments,"211130, 211120, 221112, 213112",-4,2
036460.KS,Natural Gas Import and Sale,"211130, 221210",-4,2
3150.T,,,-4,0
5857.T,Environment coservation business,"562211, 562112",-4,4
5857.T,Noble Metals,331492,-4,4
5857.T,Corporate & Elimination,,-4,4
5857.T,Other,"551112, 331492",-4,4
2269.T,Medical,"325412, 325411, 325320",-4,3
2269.T,Eliminations and Corporate,,-4,3
2269.T,Food,"311821, 311520, 311511",-4,3
601668.SS,Other Businesses,,-4,6
601668.SS,Real Estate,236220,-4,6
601668.SS,Buildings Construction,"236220, 236210, 236116",-4,6
601668.SS,Design and Investigation,541330,-4,6
601668.SS,Infrastructure,"237990, 237310, 237130",-4,6
601668.SS,Undistributed Items,,-4,6
002276.SZ,Other,,-4,3
002276.SZ,Industry,"335999, 335931, 335929, 335921",-4,3
002276.SZ,Trade,423610,-4,3
601618.SS,Engineering & Construction,"237310, 236220, 236210",-4,5
601618.SS,Resources Development,"212230, 212290",-4,5
601618.SS,Equipment Manufacturing,"333248, 332312",-4,5
601618.SS,Property Development,236117,-4,5
601618.SS,Others,,-4,5
2270.T,Dairy Product,"311514, 311513, 311512, 311511",-4,5
2270.T,Beverage & Dessert,"311999, 311511, 311421",-4,5
2270.T,Feed & Seed,"311119, 111998",-4,5
2270.T,Other,"531110, 484110",-4,5
2270.T,Eliminations,,-4,5
052690.KS,,,-4,0
1668.HK,Other,,-4,5
1668.HK,Property Management,531312,-4,5
1668.HK,Property Development,"236118, 236117",-4,5
1668.HK,Property Investment,531120,-4,5
1668.HK,E-commerce,459999,-4,5
1717.HK,Nutrition products,"325411, 311999",-4,2
1717.HK,Dairy and related products,"311514, 311513, 311512, 311511",-4,2
002299.SZ,Poultry Farming and Processing Industry,"311615, 112340, 112320",-4,3
002299.SZ,Elimination,,-4,3
002299.SZ,Food Processing Industry,"311615, 311612",-4,3
300012.SZ,,,-4,0
300014.SZ,,,-4,0
1238.HK,Commercial Operation and Residential Property Management,"531312, 531311",-4,5
1238.HK,Property Investment,"531120, 531110",-4,5
1238.HK,Property Development,"551112, 236117",-4,5
1238.HK,Other Property Development Related Services,531390,-4,5
1238.HK,Eliminations,,-4,5
002302.SZ,Service,"541990, 484110",-4,3
002302.SZ,Other,,-4,3
002302.SZ,Non-Metallic Mineral Products,"423320, 327999, 327320, 327310",-4,3
1628.HK,Hotel Operations,721110,-4,5
1628.HK,Property Investment,"531120, 531110",-4,5
1628.HK,Other,,-4,5
1628.HK,Property Development,"551112, 236220, 236117",-4,5
1628.HK,Property Management,"531312, 531311",-4,5
0960.HK,Property Investment,"531120, 531110",-4,3
0960.HK,Property Management and Related Services,"721110, 531312, 531311",-4,3
0960.HK,Property Development,"236220, 236118, 236117",-4,3
002311.SZ,Culture & Breeding Industry,"424910, 112512, 112511, 112210",-4,2
002311.SZ,Feed Industry,"424590, 325414, 311611, 311119",-4,2
002312.SZ,Other Operation,,-4,6
002312.SZ,Financial Self-Help Business,334118,-4,6
002312.SZ,Financial Security Business,"561612, 334290",-4,6
002312.SZ,Elimination,,-4,6
002312.SZ,BPO Business,541611,-4,6
002312.SZ,Other,,-4,6
002314.SZ,Real Estate,236117,-4,5
002314.SZ,Others,211120,-4,5
002314.SZ,Warehousing logistics business,493110,-4,5
002314.SZ,Manufacturing business,"336611, 321991",-4,5
002314.SZ,Production city comprehensive development business,236210,-4,5
002318.SZ,other business,,-4,5
