Instrument,Segment Name,Segment Code,year,Unnamed: 4,TR.F.BUSTOTREVBIZACTIV(SDATE=FY0).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY0).segmentCode,number of segments
300535.SZ,Eliminations,,0,,,,3.0
300535.SZ,Panel Division,424690,0,,,,3.0
300535.SZ,Leather Chemicals Division,"325130, 325998, 325613, 325211",0,,,,3.0
300443.SZ,Wind power industry,333611,0,,,,3.0
300443.SZ,Other industry,,0,,,,3.0
300443.SZ,Free forging industry,332111,0,,,,3.0
603421.SS,Other Business,,0,,,,4.0
603421.SS,Labour Services,238210,0,,,,4.0
603421.SS,Fire Electronics,334290,0,,,,4.0
603421.SS,Power Electronics,334515,0,,,,4.0
0798.HK,Industrial park development services,237990,0,,,,3.0
0798.HK,Industrial park operation services,531312,0,,,,3.0
0798.HK,Industrial investment,523910,0,,,,3.0
8341.TW,Others,562920,0,,,,4.0
8341.TW,Medical Waste Removal,"562213, 562211",0,,,,4.0
8341.TW,Disposal of waste,"562219, 562212, 562211",0,,,,4.0
8341.TW,Eliminations,,0,,,,4.0
603223.SS,LNG(LPG) Gas sales,"457210, 424720, 423110",0,,,,3.0
603223.SS,Cargo transportation,"488510, 488320, 484121, 484110",0,,,,3.0
603223.SS,"Leasing,Franchising and Agency","531120, 493190",0,,,,3.0
603568.SS,industry,"562213, 236210",0,,,,2.0
603568.SS,Other Operation,,0,,,,2.0
0288.HK,Others and Corporate,"541614, 445110, 424210, 326112",0,,,,3.0
0288.HK,Fresh Pork,"424470, 424420, 311615, 311611",0,,,,3.0
0288.HK,Packaged Meats,"424420, 311615, 311612",0,,,,3.0
688379.SS,Silver solder,331420,0,,,,4.0
688379.SS,Other business,,0,,,,4.0
688379.SS,Silver paste and other materials,331420,0,,,,4.0
688379.SS,Copper base solder,331420,0,,,,4.0
603678.SS,Others,,0,,,,3.0
603678.SS,Self-produce business,"334419, 334416",0,,,,3.0
603678.SS,Trade operations,423610,0,,,,3.0
002768.SZ,Other Business,,0,,,,3.0
002768.SZ,Sports Leisure and Medical Health Supplementary Material,"424490, 325411",0,,,,3.0
002768.SZ,"Modified, conforming and photosensitive materials","326199, 325998, 325211",0,,,,3.0
603027.SS,Other Business,,0,,,,2.0
603027.SS,Food Manufacturing Industry,"311942, 311941",0,,,,2.0
603663.SS,,,0,,,,0.0
002801.SZ,Electrical Machinery and Equipment Manufacturing,,0,,,,2.0
002801.SZ,Electronic special material manufacturing,335312,0,,,,2.0
603639.SS,Other,,0,,,,3.0
603639.SS,Pesticide,325320,0,,,,3.0
603639.SS,Fertilizer,325311,0,,,,3.0
002812.SZ,Eliminations,,0,,,,4.0
002812.SZ,Other,322220,0,,,,4.0
002812.SZ,BOPP Film Business Division,"326112, 325211",0,,,,4.0
002812.SZ,Lithium Isolation Film Business Division,"325180, 326113",0,,,,4.0
002726.SZ,Slaughter Industry,"311611, 112210",0,,,,4.0
002726.SZ,Others,,0,,,,4.0
002726.SZ,Import Trade,311612,0,,,,4.0
002726.SZ,Food Industry,311612,0,,,,4.0
3639.HK,Others,,0,,,,5.0
3639.HK,"Property construction, decoration and landscaping","561730, 238390, 236220",0,,,,5.0
3639.HK,Business park operation and management,531312,0,,,,5.0
3639.HK,Property development,"236220, 236117",0,,,,5.0
3639.HK,Property investment,"531120, 236220, 236117",0,,,,5.0
200130.KQ,Forest,325414,0,,,,6.0
200130.KQ,HNG,325620,0,,,,6.0
200130.KQ,Celtive Korea,"325620, 311999",0,,,,6.0
200130.KQ,"JIANGSU KOLMAR MEIBAO KEJI CO., LTD.",325412,0,,,,6.0
200130.KQ,"KolmarBNH Co., Ltd","325620, 325412, 311999",0,,,,6.0
200130.KQ,Cole Mask Co Ltd,325412,0,,,,6.0
603300.SS,Operating Lease,"811310, 532412",0,,,,2.0
603300.SS,Processing Sales,423830,0,,,,2.0
002785.SZ,Stone Material Processing and Manufacturing,"327991, 236118, 212311",0,,,,2.0
002785.SZ,Wholesale of Other Products,423320,0,,,,2.0
603067.SS,Inorganic salt manufacture,325180,0,,,,5.0
603067.SS,Logistics and transportation Industry,541614,0,,,,5.0
603067.SS,Other,325199,0,,,,5.0
603067.SS,Construction,236210,0,,,,5.0
603067.SS,Elimination,,0,,,,5.0
603682.SS,Service Industry,,0,,,,3.0
603682.SS,Property Services and Others,531312,0,,,,3.0
603682.SS,lease,531120,0,,,,3.0
603886.SS,Mainland branch,311813,0,,,,2.0
603886.SS,Taiwan Branch,311821,0,,,,2.0
603345.SS,Food Production,311412,0,,,,1.0
1446.HK,Wholesale,424490,0,,,,2.0
1446.HK,Hong Kong Retail,"445298, 312111, 311920",0,,,,2.0
603227.SS,Inter segment elimination,,0,,,,4.0
603227.SS,Natural gas plate,325920,0,,,,4.0
603227.SS,Blasting plate,325920,0,,,,4.0
603227.SS,Other Sectors,,0,,,,4.0
603016.SS,Transmission and distribution and control equipment manufacturing industry,"335313, 335312",0,,,,2.0
603016.SS,Other business,,0,,,,2.0
603959.SS,Other Business,,0,,,,6.0
603959.SS,Eliminations,,0,,,,6.0
603959.SS,Lithium Battery Smart Production Line,"335910, 333248",0,,,,6.0
603959.SS,Equipment Sales,333248,0,,,,6.0
603959.SS,General Contracting,541330,0,,,,6.0
603959.SS,"Engineering Consulting, Design",541330,0,,,,6.0
603866.SS,Southwest China,"311813, 311812",0,,,,8.0
603866.SS,Northwest China,"311813, 311812",0,,,,8.0
603866.SS,South China,"311813, 311812",0,,,,8.0
603866.SS,Eliminations,,0,,,,8.0
603866.SS,Central China,"311813, 311812",0,,,,8.0
603866.SS,East China,"311813, 311812",0,,,,8.0
603866.SS,Northeast China,"311813, 311812",0,,,,8.0
603866.SS,North China,"311813, 311812",0,,,,8.0
002818.SZ,Others,"812930, 562212",0,,,,5.0
002818.SZ,Fusen Business,"531120, 236220",0,,,,5.0
002818.SZ,Fusen Investment,523910,0,,,,5.0
002818.SZ,Fusen Shares,,0,,,,5.0
002818.SZ,Eliminations,,0,,,,5.0
603031.SS,Agency business,,0,,,,2.0
603031.SS,Battery manufacturing and sales,,0,,,,2.0
300631.SZ,Special equipment manufacturing industry,"327110, 325220, 333310, 326113",0,,,,1.0
300806.SZ,Rubber and Plastic Products Industry,,0,,,,1.0
002865.SZ,Other Business,,0,,,,3.0
002865.SZ,Automobile Parts,336390,0,,,,3.0
002865.SZ,Photovoltaic Cell,334413,0,,,,3.0
603505.SS,Fluorine chemical industry,212290,0,,,,2.0
603505.SS,Resource industry,212290,0,,,,2.0
603708.SS,Other Business,,0,,,,3.0
603708.SS,Commerce,"455110, 449210, 445131, 445110",0,,,,3.0
603708.SS,Industry and Other Business,"541614, 311999, 311991",0,,,,3.0
002824.SZ,Durable Consumer Goods,"339930, 335210, 331318, 337126",0,,,,5.0
002824.SZ,Other Business,"331318, 331314",0,,,,5.0
002824.SZ,Consumer Electronics,"331318, 334419",0,,,,5.0
002824.SZ,Others,,0,,,,5.0
002824.SZ,Automotive Parts,"336390, 331318",0,,,,5.0
603060.SS,Other Business,,0,,,,2.0
603060.SS,Quality Inspection Technical Service,"541380, 334516",0,,,,2.0
002820.SZ,Food,"311824, 311999, 311919",0,,,,2.0
002820.SZ,Other Operating,,0,,,,2.0
601611.SS,Other,237990,0,,,,5.0
601611.SS,Other Business,,0,,,,5.0
601611.SS,Eliminations,,0,,,,5.0
601611.SS,Civil Engineering,"237990, 237310, 237110, 236220",0,,,,5.0
601611.SS,Nuclear power Engineering,"237990, 237130",0,,,,5.0
002856.SZ,Design and Construction,"541420, 541330, 238390, 237310",0,,,,1.0
603878.SS,Other Business,,0,,,,4.0
603878.SS,Pipe fitting,331210,0,,,,4.0
603878.SS,Pipe welding,332919,0,,,,4.0
603878.SS,Seamless tube,331210,0,,,,4.0
603722.SS,Chemical,325199,0,,,,1.0
002840.SZ,Slaughtering and Meal processing industry,311611,0,,,,4.0
002840.SZ,Poultry Feed Industry,112320,0,,,,4.0
002840.SZ,Feed Industry,311119,0,,,,4.0
002840.SZ,Others,,0,,,,4.0
1285.HK,Biscuit Operation,311821,0,,,,2.0
1285.HK,Others,,0,,,,2.0
603187.SS,Commercial cabinet,,0,,,,1.0
603517.SS,Other Business,"445240, 424470",0,,,,4.0
603517.SS,Others,,0,,,,4.0
603517.SS,Franchisee Management,533110,0,,,,4.0
603517.SS,Halogen Food Sales,"311991, 311612",0,,,,4.0
688639.SS,Amino Acid Products,,0,,,,1.0
603668.SS,Feed Industry,"424910, 311119",0,,,,4.0
603668.SS,Other Income,,0,,,,4.0
603668.SS,Feed Breeding and Food Trade Offset,,0,,,,4.0
603668.SS,Farming and Food,"311999, 112519",0,,,,4.0
6477.TW,Solar Farm,334413,0,,,,3.0
6477.TW,Solar Cell,334413,0,,,,3.0
6477.TW,Other Segment,"334413, 221122",0,,,,3.0
112610.KS,Tower,332312,0,,,,4.0
112610.KS,Plant,332312,0,,,,4.0
112610.KS,Bearing,333613,0,,,,4.0
112610.KS,Other ,531120,0,,,,4.0
178920.KS,manufacture and distribution of polyimide films,"531120, 325211",0,,,,1.0
9551.T,Service Solutions Business,811310,0,,,,2.0
9551.T,Plant Engineering,"333310, 237110",0,,,,2.0
300575.SZ,Others,"531120, 325998",0,,,,2.0
300575.SZ,Pesticide,325320,0,,,,2.0
208140.KQ,"Slaughter, meat processing and storage",,0,,,,1.0
300839.SZ,,,0,,,,0.0
9517.T,,,0,,,,0.0
603086.SS,Others,,0,,,,2.0
603086.SS,Agriculture-ralated drug industry,"424910, 325320",0,,,,2.0
603218.SS,Other Business,,0,,,,2.0
603218.SS,Castings,"331513, 331511",0,,,,2.0
605589.SS,Biomass chemical industry,"325998, 325510, 325199",0,,,,3.0
605589.SS,Chemical raw materials and chemical products manufacturing,325211,0,,,,3.0
605589.SS,other industry,"339113, 325412",0,,,,3.0
601020.SS,Metal Trading,423510,0,,,,2.0
601020.SS,Non-ferrous Metal Mining,"212230, 212290",0,,,,2.0
300682.SZ,Eliminations,,0,,,,4.0
300682.SZ,Energy Internet and Innovation,"519290, 513210",0,,,,4.0
300682.SZ,Digital Life Business,513210,0,,,,4.0
300682.SZ,Internet TV service,516210,0,,,,4.0
002850.SZ,Metal Structure Production,"336390, 331318, 336370",0,,,,2.0
002850.SZ,Other Business,,0,,,,2.0
603881.SS,IDC Service Industry,518210,0,,,,3.0
603881.SS,IDC Solution,"541512, 541511",0,,,,3.0
603881.SS,Cloud sales,"541512, 541511, 518210",0,,,,3.0
603303.SS,Others,,0,,,,2.0
603303.SS,Lighting appliance,335139,0,,,,2.0
6036.T,"Keeper products, etc. related business","333310, 325998",0,,,,3.0
6036.T,Keeper LABO management business,811121,0,,,,3.0
6036.T,Eliminations,,0,,,,3.0
300684.SZ,Others,,0,,,,2.0
300684.SZ,Consumer electronics,"335991, 334419, 325212",0,,,,2.0
213500.KS,Internal Transaction,,0,,,,3.0
213500.KS,General Paper Manufacturing,322120,0,,,,3.0
213500.KS,Construction&Engineering Service,"541330, 236210",0,,,,3.0
688106.SS,Others,,0,,,,8.0
688106.SS,Medical & Food,325120,0,,,,8.0
688106.SS,New Materials,325120,0,,,,8.0
688106.SS,Other Manufacturing,325120,0,,,,8.0
688106.SS,Machinery Manufacturing,325120,0,,,,8.0
688106.SS,Environment-friendly new energy,325120,0,,,,8.0
688106.SS,High-end Equipment Manufacturing,325120,0,,,,8.0
688106.SS,Semiconductor Industry,325120,0,,,,8.0
300715.SZ,Waterproof Materials,"322220, 326113, 324122",0,,,,3.0
300715.SZ,Waterproof Engineering Construction,238160,0,,,,3.0
300715.SZ,Inter-segment elimination,,0,,,,3.0
002847.SZ,Production and Sale of Snack Food,"311919, 311813",0,,,,1.0
300568.SZ,Lithium-ion battery diaphragm new energy and new material,,0,,,,1.0
0001.HK,Infrastructure,"237310, 237210, 237110, 221112",0,,,,8.0
0001.HK,Unallocated,,0,,,,8.0
0001.HK,3 Group Europe,517112,0,,,,8.0
0001.HK,Finance & Investments and Others,523910,0,,,,8.0
0001.HK,Hutchison Asia Telecommunications,517112,0,,,,8.0
0001.HK,Telecommunications Hong Kong Holdings,517112,0,,,,8.0
0001.HK,Retail,"456120, 449210",0,,,,8.0
0001.HK,Ports and related services,488310,0,,,,8.0
3458.T,Logistics investment business,236220,0,,,,5.0
3458.T,Real estate management business,"531312, 531120, 236220, 236210",0,,,,5.0
3458.T,Eliminations,,0,,,,5.0
3458.T,Other,561499,0,,,,5.0
3458.T,Asset Management Business,523940,0,,,,5.0
603378.SS,Others,,0,,,,2.0
603378.SS,Building Energy-saving Insulation and Decorative Materials,"326140, 325510",0,,,,2.0
215790.KQ,Communication Equipment,,0,,,,1.0
002852.SZ,Other Business,311225,0,,,,2.0
002852.SZ,Food processing,311225,0,,,,2.0
1799.HK,Others,335999,0,,,,4.0
1799.HK,Operation of wind power and PV power plants,"221115, 221114",0,,,,4.0
1799.HK,Polysilicon,334413,0,,,,4.0
1799.HK,Construction of wind power and PV power plants,237130,0,,,,4.0
1113.HK,Hotel and Serviced Suite Operation,721110,0,,,,6.0
1113.HK,Property and Project Management,531312,0,,,,6.0
1113.HK,Property Sales,236116,0,,,,6.0
1113.HK,Property Rental,531120,0,,,,6.0
1113.HK,Infrastructure and utility asset operation,237210,0,,,,6.0
1113.HK,Pub operation,"722511, 722410, 721110",0,,,,6.0
300593.SZ,Other business,,0,,,,4.0
300593.SZ,"Aviation, Aerospace, Marine, and other special fields",335910,0,,,,4.0
300593.SZ,Communications and networking,335910,0,,,,4.0
300593.SZ,Other industry areas,,0,,,,4.0
210980.KS,Real-estate Development,"531120, 236220",0,,,,5.0
210980.KS,Renewable Energy,"221118, 237130",0,,,,5.0
210980.KS,Furniture,423210,0,,,,5.0
210980.KS,Energy Storage System,221118,0,,,,5.0
210980.KS,Elimination,,0,,,,5.0
601952.SS,Agricultural Materials,424910,0,,,,8.0
601952.SS,Elimination,,0,,,,8.0
601952.SS,Planting Industry,"115112, 111160",0,,,,8.0
601952.SS,Seed Industry,111199,0,,,,8.0
601952.SS,Rice Industry,111160,0,,,,8.0
601952.SS,Others,,0,,,,8.0
601952.SS,Edible Oil,"311224, 424990, 311225",0,,,,8.0
601952.SS,Malting and Trading Division,"424590, 311213",0,,,,8.0
6839.HK,Unallocated,,0,,,,6.0
6839.HK,Water supply project construction and operation,221310,0,,,,6.0
6839.HK,Wastewater treatment project,221320,0,,,,6.0
6839.HK,Construction and sales of equipment,"326299, 237110",0,,,,6.0
6839.HK,Others,"551112, 541620, 423830",0,,,,6.0
6839.HK,Solid waste treatment project construction and operation ,221320,0,,,,6.0
603855.SS,Building installation,811310,0,,,,2.0
603855.SS,Special equipment manufacturing industry,"335139, 335999, 334413",0,,,,2.0
300618.SZ,Other operation,,0,,,,4.0
300618.SZ,Cobalt Powder,"325180, 212290",0,,,,4.0
300618.SZ,Cobalt salts,"325180, 212290",0,,,,4.0
300618.SZ,Electrolytic Copper,331410,0,,,,4.0
603717.SS,Elimination,,0,,,,4.0
603717.SS,Division 1,"561730, 541330, 541320, 541310",0,,,,4.0
603717.SS,Division 3,221114,0,,,,4.0
603717.SS,Division 2,112210,0,,,,4.0
3139.T,,,0,,,,0.0
003380.KQ,Livestock Industry,"112210, 112111",0,,,,10.0
003380.KQ,Distribution Industry,"459999, 424520, 424470",0,,,,10.0
003380.KQ,Transportation Business,483111,0,,,,10.0
003380.KQ,Holdings and Investment,551112,0,,,,10.0
003380.KQ,Fresh Meet Segment,"311613, 311612",0,,,,10.0
003380.KQ,Poultry Segment,311615,0,,,,10.0
003380.KQ,Meat Processing Segment,"311613, 311612",0,,,,10.0
003380.KQ,Feed Segment,"311119, 311111",0,,,,10.0
003380.KQ,Other Segments,611699,0,,,,10.0
003380.KQ,Internal Eliminations,,0,,,,10.0
075580.KS,Shipbuilding Materials Produce&Manufacture,,0,,,,1.0
5021.T,Eliminations,,0,,,,6.0
5021.T,Oil exploration,211120,0,,,,6.0
5021.T,Petrochemistry Business,324110,0,,,,6.0
5021.T,Oil Business,324110,0,,,,6.0
5021.T,Other,531210,0,,,,6.0
5021.T,Renewable energy business,221118,0,,,,6.0
0331.HK,Inter-segment Elimination,,0,,,,4.0
0331.HK,Property and Facility Management Services,"812930, 531312, 531311",0,,,,4.0
0331.HK,City essential services,"812320, 562219, 561612",0,,,,4.0
0331.HK,E&M services,"541330, 238210",0,,,,4.0
1527.HK,Environmental protection equipment contract revenue,,0,,,,1.0
300673.SZ,Inter-segment elimination,,0,,,,4.0
300673.SZ,New Zealand Division,311111,0,,,,4.0
300673.SZ,Southeast Asia Division,311111,0,,,,4.0
300673.SZ,Domestic branch,311111,0,,,,4.0
229640.KS,LS-VINA Cable & System Joint Stock Co.,331318,0,,,,5.0
229640.KS,Holdings,523910,0,,,,5.0
229640.KS,"LS Cable & System Vietnam Co., Ltd.","331420, 331318",0,,,,5.0
229640.KS,Adjustment,,0,,,,5.0
229640.KS,"LS-Gaon Cable Myanmar Co., Ltd.",331318,0,,,,5.0
688680.SS,Other Segment,,0,,,,2.0
688680.SS,Solar Cell Module Packaging Materials,"326113, 326112",0,,,,2.0
6183.T,Elimination,,0,,,,3.0
6183.T,Other,"519290, 561110, 541611",0,,,,3.0
6183.T,CRM,561422,0,,,,3.0
3868.HK,Management and operation of Solar Farms,,0,,,,1.0
300498.SZ,Dairy Products Industry,"311514, 311511",0,,,,8.0
300498.SZ,Meat Product Processing,"311615, 311612",0,,,,8.0
300498.SZ,Equipment Manufacture,333111,0,,,,8.0
300498.SZ,Unallocated Item,,0,,,,8.0
300498.SZ,Eliminations,,0,,,,8.0
300498.SZ,Veterinary Drug,325412,0,,,,8.0
300498.SZ,Other Industry,"311615, 112390, 112320, 112210",0,,,,8.0
300498.SZ,Breeding Industry,"112990, 112320, 112210",0,,,,8.0
222040.KQ,Health Functional Foods,,0,,,,1.0
2768.HK,Property development,"236220, 236117",0,,,,1.0
300795.SZ,Offline Agent Show,561920,0,,,,3.0
300795.SZ,Organize your own exhibitions offline,561920,0,,,,3.0
300795.SZ,Digital exhibition and others,561920,0,,,,3.0
142210.KQ,Electronic Parts And Equipment,,0,,,,1.0
603063.SS,Other Operation,,0,,,,3.0
603063.SS,Others,"335999, 335312, 334515, 334419",0,,,,3.0
603063.SS,New energy power generation industry,"423610, 335999",0,,,,3.0
603711.SS,Milk Tea Industry,"311999, 311920",0,,,,1.0
688300.SS,,,0,,,,0.0
1979.HK,Others,,0,,,,6.0
1979.HK,Smart chargers and controllers,335999,0,,,,6.0
1979.HK,Electrical home appliances,335313,0,,,,6.0
1979.HK,Media and entertainment,335313,0,,,,6.0
1979.HK,Telecommunication,335313,0,,,,6.0
1979.HK,Lighting,335313,0,,,,6.0
1272.HK,Thermal power plants engineering general contracting,237130,0,,,,5.0
1272.HK,Renewable energy engineering,237130,0,,,,5.0
1272.HK,Other businesses,541330,0,,,,5.0
1272.HK,Environmental protection and energy conservation solutions,"541330, 325998",0,,,,5.0
1272.HK,Elimination of intersegment,,0,,,,5.0
601155.SS,Other,,0,,,,3.0
601155.SS,Rental property,"531120, 531110",0,,,,3.0
601155.SS,Property sales,"236220, 236117",0,,,,3.0
002893.SZ,Other Cities,"541690, 541330, 221330",0,,,,3.0
002893.SZ,Beijing area,"541690, 541330, 221330",0,,,,3.0
002893.SZ,Eliminations,,0,,,,3.0
605377.SS,Wood pulp trading,322110,0,,,,2.0
605377.SS,Plain decorative paper,322120,0,,,,2.0
001979.SZ,Intercompany Eliminations,,0,,,,4.0
001979.SZ,Urban services,"713990, 623312, 488310, 236220",0,,,,4.0
001979.SZ,Business Development,"721110, 531120, 531110",0,,,,4.0
001979.SZ,Asset operation,"531312, 531311, 236220, 236117",0,,,,4.0
300855.SZ,Non-ferrous metal smelting and rolling processing,331513,0,,,,1.0
601619.SS,New energy asset management business,523940,0,,,,4.0
601619.SS,Roof Distributed Photovoltaic,221118,0,,,,4.0
601619.SS,Fund Business,525910,0,,,,4.0
601619.SS,New Energy Power Generation,237130,0,,,,4.0
603527.SS,Other business,,0,,,,3.0
603527.SS,Metal Material Manufacture,"331420, 336370, 325510",0,,,,3.0
603527.SS,Others,,0,,,,3.0
300660.SZ,Motor and components of Washing Machine,"335312, 334419, 333996",0,,,,8.0
300660.SZ,Refrigerator Motor and Components,"335312, 334419",0,,,,8.0
300660.SZ,Other,"423610, 335999, 334419",0,,,,8.0
300660.SZ,Automobile Parts,"336390, 336320, 336370, 333996",0,,,,8.0
300660.SZ,Air Conditioning Motor and Components,"335312, 334419",0,,,,8.0
300660.SZ,Medical and sports health motors and components,"335312, 334419",0,,,,8.0
300660.SZ,Small home appliances motors and components,"335312, 334419",0,,,,8.0
300660.SZ,Industrial Control Motors and Components,"333998, 335312, 334515, 334419",0,,,,8.0
2296.T,Elimination,,0,,,,4.0
2296.T,Meat,311612,0,,,,4.0
2296.T,Processed Food,311612,0,,,,4.0
2296.T,Other Business,"561499, 541614",0,,,,4.0
300791.SZ,Other,,0,,,,2.0
300791.SZ,Main Business,311999,0,,,,2.0
300693.SZ,New Energy Industry,334419,0,,,,3.0
300693.SZ,Others,,0,,,,3.0
300693.SZ,Smart Grid Industry,335999,0,,,,3.0
300761.SZ,Goose,112390,0,,,,4.0
300761.SZ,Pig,112210,0,,,,4.0
300761.SZ,Chicken,112320,0,,,,4.0
300761.SZ,Eliminations,,0,,,,4.0
1579.HK,Manufacture and Sale of Flavoring Products,,0,,,,1.0
301266.SZ,Photovoltaic Industry,,0,,,,1.0
300712.SZ,Professional technical service industry,"513210, 541370, 335999, 237130",0,,,,2.0
300712.SZ,Other Business,,0,,,,2.0
002891.SZ,Pet-Food and supplies,311111,0,,,,2.0
002891.SZ,Other business,,0,,,,2.0
2820.T,,,0,,,,0.0
6196.T,,,0,,,,0.0
1257.HK,Solar energy and wind power project operation,"221118, 237130",0,,,,4.0
1257.HK,Hazardous and solid waste treatment project construction and operation,"562112, 562111",0,,,,4.0
1257.HK,Integrated biomass utilisation project construction and operation,221118,0,,,,4.0
1257.HK,Environmental remediation project operation,562910,0,,,,4.0
603659.SS,Others,,0,,,,2.0
603659.SS,Lithium Battery Material & Equipment,335991,0,,,,2.0
1458.HK,"Production, Marketing & Retailing of Casual Braised Duck-Related Casual Food",,0,,,,1.0
1610.HK,Intersegment elimination,,0,,,,5.0
1610.HK,Hog production,"311119, 112210",0,,,,5.0
1610.HK,Meat import,424470,0,,,,5.0
1610.HK,Processed meat products,"311615, 311612",0,,,,5.0
1610.HK,Fresh pork,"551112, 311611",0,,,,5.0
605006.SS,Eliminations,,0,,,,3.0
605006.SS,Thermoelectricity Business,,0,,,,3.0
605006.SS,Fiberglass Business,,0,,,,3.0
688089.SS,Other Segment,,0,,,,4.0
688089.SS,Personal Care & Cosmetics,"325620, 325411",0,,,,4.0
688089.SS,Human Nutrition,"325411, 311999",0,,,,4.0
688089.SS,Animal Nutrition,"325411, 311999",0,,,,4.0
300709.SZ,MIM Product Division,334419,0,,,,3.0
300709.SZ,Precision Plastic Products Division,326199,0,,,,3.0
300709.SZ,End Products Division,334310,0,,,,3.0
6532.T,,,0,,,,0.0
300713.SZ,Power Industry,"335999, 335311",0,,,,3.0
300713.SZ,New energy auto industry,"336350, 335999, 335311",0,,,,3.0
300713.SZ,Other Power Supply,335999,0,,,,3.0
3768.HK,Wastewater treatment,221320,0,,,,3.0
3768.HK,Others,237110,0,,,,3.0
3768.HK,Water supply,221310,0,,,,3.0
4189.T,,,0,,,,0.0
300769.SZ,Lithium Battery Material,325180,0,,,,2.0
300769.SZ,Other Business,,0,,,,2.0
CWENa.N,Conventional Generation,"221118, 531110, 221210, 221112",0,,,,3.0
CWENa.N,Renewables,"221118, 811210, 221210",0,,,,3.0
CWENa.N,Thermal,"221118, 221122, 221121, 221112",0,,,,3.0
ASC.N,transportation of refined petroleum products and chemicals,,0,,,,1.0
MUSA.N,Corporate and other assets,,0,,,,2.0
MUSA.N,Marketing,457110,0,,,,2.0
AGAS.OL,,,0,,,,0.0
LPG.N,Transportation of Liquid Petroleum Gas,,0,,,,1.0
IBP.N,Other,,0,,,,3.0
IBP.N,Installation,238290,0,,,,3.0
IBP.N,Eliminations,,0,,,,3.0
OGS.N,Natural Gas Distribution,,0,,,,1.0
ENLC.N,Louisiana,"488490, 486210, 486110, 324110",0,,,,5.0
ENLC.N,Corporate,,0,,,,5.0
ENLC.N,Oklahoma,"488490, 486210, 486110, 324110",0,,,,5.0
ENLC.N,Permian,"488490, 486210, 486110, 324110",0,,,,5.0
ENLC.N,North Texas,"488490, 486210",0,,,,5.0
ARES.N,Credit Group,523940,0,,,,6.0
ARES.N,Real Estate Group,523940,0,,,,6.0
ARES.N,Private Equity Group,523940,0,,,,6.0
ARES.N,Unallocated,,0,,,,6.0
ARES.N,Strategic Initiatives,523940,0,,,,6.0
ARES.N,Secondary Solutions Group,523940,0,,,,6.0
WLKP.N,Ethylene Production,,0,,,,1.0
CVEO.N,,,0,,,,0.0
NEP.N,,,0,,,,0.0
AXTA.N,Mobility Coatings,325510,0,,,,2.0
AXTA.N,Performance Coatings,325510,0,,,,2.0
HESM.N,Gathering,"486210, 486110, 213112",0,,,,4.0
HESM.N,Processing and Storage,"486210, 486110, 237120",0,,,,4.0
HESM.N,Terminaling and Export,"486110, 424710",0,,,,4.0
HESM.N,Interest and Other,,0,,,,4.0
LOGG3.SA,,,0,,,,0.0
SUM.N,West,"327331, 327320, 324121",0,,,,3.0
SUM.N,East,"327331, 327320, 324121",0,,,,3.0
SUM.N,Cement,"423320, 327310",0,,,,3.0
TWM.TO,Midstream and Infrastructure,,0,,,,1.0
BLD.N,Intercompany eliminations and other adjustments,,0,,,,3.0
BLD.N,Distribution,423330,0,,,,3.0
BLD.N,Installation,238350,0,,,,3.0
RUN.OQ,Solar Energy Services,,0,,,,1.0
ENR.N,Auto Care,335139,0,,,,2.0
ENR.N,Batteries & Lights,335910,0,,,,2.0
PYPL.OQ,Single segment,,0,,,,1.0
KHC.OQ,Operating Segment -North America,311941,0,,,,2.0
KHC.OQ,Operating Segment - International,"722513, 312111, 311999, 311941",0,,,,2.0
MEGA3.SA,Eliminations,,0,,,,3.0
MEGA3.SA,Commercial,221122,0,,,,3.0
MEGA3.SA,Generation,221118,0,,,,3.0
ACI.N,Stores and eCommerce channels,,0,,,,1.0
WSC.OQ,NA Modular,532490,0,,,,2.0
WSC.OQ,NA Storage,532490,0,,,,2.0
SITE.N,Wholesale distributor,,0,,,,1.0
CSWI.OQ,Contractor Solutions,"333414, 325998",0,,,,3.0
CSWI.OQ,Engineered Building Solutions,922160,0,,,,3.0
CSWI.OQ,Specialized Reliability Solutions,"424690, 333414, 325998",0,,,,3.0
H.TO,Other,,0,,,,3.0
H.TO,Distribution,221122,0,,,,3.0
H.TO,Transmission,221122,0,,,,3.0
LACOMERUBC.MX,,,0,,,,0.0
USFD.N,Foods and subsidiaries,,0,,,,1.0
ATKR.N,Eliminations,,0,,,,3.0
ATKR.N,Safety & Infrastructure,"331110, 331210, 238990, 236210",0,,,,3.0
ATKR.N,Electrical,"331420, 221118, 335932, 335931",0,,,,3.0
ENELCHILE.SN,Eliminations & Others,,0,,,,3.0
ENELCHILE.SN,Distribution,"221122, 221121",0,,,,3.0
ENELCHILE.SN,Generation,221118,0,,,,3.0
HRI.N,Worldwide equipment rental,,0,,,,1.0
PLANI.MX,,,0,,,,0.0
AA.N,Bauxite,"331313, 212290",0,,,,5.0
AA.N,Alumina,"331318, 331313",0,,,,5.0
AA.N,Aluminum,"331313, 331314",0,,,,5.0
AA.N,Inter-segment Sales,,0,,,,5.0
AA.N,Unallocated,,0,,,,5.0
INSW.N,Crude Tankers,"483113, 483111",0,,,,2.0
INSW.N,Product Carriers,"483113, 483111",0,,,,2.0
