Instrument,Segment Name,Segment Code,year,Unnamed: 4,TR.F.BUSTOTREVBIZACTIV(SDATE=FY0).segmentName,TR.F.BUSTOTREVBIZACTIV(SDATE=FY0).segmentCode,number of segments
LW.N,Foodservice,424420,0,,,,4.0
LW.N,Global,424420,0,,,,4.0
LW.N,Other,,0,,,,4.0
LW.N,Retail,424420,0,,,,4.0
VRRM.OQ,Commercial Services,488490,0,,,,4.0
VRRM.OQ,Corporate and other,561499,0,,,,4.0
VRRM.OQ,Government Solutions,"561621, 541511, 488490",0,,,,4.0
VRRM.OQ,Parking solutions,"561990, 541511, 488490",0,,,,4.0
IMXI.OQ,Money Transmittal Services,,0,,,,1.0
METC.OQ,Metallurgical coal,,0,,,,1.0
KRP.N,Oil and natural gas properties,,0,,,,1.0
HLNE.OQ,Investment solutions provider,,0,,,,1.0
HCC.N,All other,,0,,,,2.0
HCC.N,Mining,"212115, 212114, 213113",0,,,,2.0
AM.N,Water Handling,"486210, 221310",0,,,,3.0
AM.N,Unallocated,,0,,,,3.0
AM.N,Gathering and processing,"486210, 213112",0,,,,3.0
CRFB3.SA,Retial,445110,0,,,,5.0
CRFB3.SA,Atacadao Brand,424410,0,,,,5.0
CRFB3.SA,Financial solutions,"524210, 522220, 522210",0,,,,5.0
CRFB3.SA,Non Allocated,,0,,,,5.0
CRFB3.SA,BIG,"445110, 424990, 424410",0,,,,5.0
JWEL.TO,Strategic partner,"561990, 339999",0,,,,2.0
JWEL.TO,Jamieson Brands,456191,0,,,,2.0
BBCP.OQ,U.S. Concrete Waste Management Services,562119,0,,,,5.0
BBCP.OQ,U.K. Operations,238110,0,,,,5.0
BBCP.OQ,Intersegment,,0,,,,5.0
BBCP.OQ,Corporate,,0,,,,5.0
BBCP.OQ,U.S. Concrete Pumping,238110,0,,,,5.0
SMPL.OQ,Atkins and Quest,,0,,,,1.0
ERO.TO,Corporate,,0,,,,4.0
ERO.TO,Caraiba,212230,0,,,,4.0
ERO.TO,Xavantina,212220,0,,,,4.0
ERO.TO,Tucuma,212230,0,,,,4.0
TRAXIONA.MX,People Transport,485410,0,,,,3.0
TRAXIONA.MX,Transport Cargo,"484122, 484121, 484110",0,,,,3.0
TRAXIONA.MX,Logistics services,"541614, 484110",0,,,,3.0
APG.N,Specialty Services,,0,,,,3.0
APG.N,Safety Services,,0,,,,3.0
APG.N,Corporate and Eliminations,,0,,,,3.0
NEO.TO,Rare Metals,331491,0,,,,5.0
NEO.TO,Corporate head office,,0,,,,5.0
NEO.TO,Eliminations,,0,,,,5.0
NEO.TO,Magnequench,331492,0,,,,5.0
NEO.TO,Chemicals and Oxides,424690,0,,,,5.0
STLC.TO,Production and sale of steel products,,0,,,,1.0
BOKU.L,Payments segment,,0,,,,1.0
GMXT.MX,Others,"488210, 482111",0,,,,12.0
GMXT.MX,Metals,482111,0,,,,12.0
GMXT.MX,Chemists and Fertilizers,482111,0,,,,12.0
GMXT.MX,Industrials and Others,482111,0,,,,12.0
GMXT.MX,Agriculture,482111,0,,,,12.0
GMXT.MX,Automotors,482111,0,,,,12.0
GMXT.MX,Intermodal,482111,0,,,,12.0
GMXT.MX,Minerals,482111,0,,,,12.0
GMXT.MX,Cement,482111,0,,,,12.0
GMXT.MX,Enargy,482111,0,,,,12.0
GMXT.MX,Revenue by pessengers,"488490, 488210",0,,,,12.0
GMXT.MX,Trucking,"484122, 484121, 484110",0,,,,12.0
NTR.TO,Eliminations,,0,,,,6.0
NTR.TO,Phosphate,212390,0,,,,6.0
NTR.TO,Corporate and Others,424910,0,,,,6.0
NTR.TO,Nitrogen,325120,0,,,,6.0
NTR.TO,Retail,424910,0,,,,6.0
NTR.TO,Potash,212390,0,,,,6.0
VCTR.OQ,Investment management services and products,,0,,,,1.0
PAGS.N,payment arrangement agents,,0,,,,1.0
MALLPLAZA.SN,,,0,,,,0.0
FCFE18.MX,,,0,,,,0.0
ROAD.OQ,construction and maintenance of roadways,,0,,,,1.0
RPAY.OQ,Business Payments,522320,0,,,,3.0
RPAY.OQ,Elimination of intersegment revenues ,,0,,,,3.0
RPAY.OQ,Consumer Payments,522320,0,,,,3.0
VRT.N,EMEA,"221118, 541511, 335999",0,,,,3.0
VRT.N,Asia Pacific,"221118, 541511, 335999",0,,,,3.0
VRT.N,Americas,"221118, 541511, 335999",0,,,,3.0
LSEA.OQ,Arizona,236117,0,,,,5.0
LSEA.OQ,California,236117,0,,,,5.0
LSEA.OQ,Metro New York,236117,0,,,,5.0
LSEA.OQ,Texas,236117,0,,,,5.0
LSEA.OQ,Florida,236117,0,,,,5.0
IIIV.OQ,,,0,,,,0.0
BV.N,Development Services,541320,0,,,,3.0
BV.N,Maintenance Services,561730,0,,,,3.0
BV.N,Eliminations,,0,,,,3.0
TPVG.N,,,0,,,,0.0
CENCOSHOPP.SN,,,0,,,,0.0
UTZ.N,"effecting a merger, share exchange, asset acquisition, share purchase, reorganization",,0,,,,1.0
BCSF.N,Investment operation,,0,,,,1.0
NFE.OQ,Eliminations,,0,,,,3.0
NFE.OQ,Ships,221210,0,,,,3.0
NFE.OQ,Terminals and Infrastructure,"486210, 237130, 221210",0,,,,3.0
ETRN.N,Water,"486210, 237110, 213112",0,,,,3.0
ETRN.N,Transmssion,"486210, 237110",0,,,,3.0
ETRN.N,Gathering,"486210, 237110",0,,,,3.0
DOW.N,Industrial Intermediates & Infrastructure,325211,0,,,,4.0
DOW.N,Packaging and Specialty Plastics,339991,0,,,,4.0
DOW.N,Performance Materials & Coatings,325211,0,,,,4.0
DOW.N,Corp,,0,,,,4.0
CTVA.N,Seed,"424910, 325320",0,,,,2.0
CTVA.N,Crop Protection,"424910, 325320",0,,,,2.0
ARKO.OQ,Wholesale,,0,,,,5.0
ARKO.OQ,All Other,,0,,,,5.0
ARKO.OQ,GPMP,,0,,,,5.0
ARKO.OQ,Retail,,0,,,,5.0
ARKO.OQ,Fleet Fueling,424720,0,,,,5.0
GO.OQ,RETAIL-GROCERY STORES,,0,,,,1.0
OBDC.N,,,0,,,,0.0
AMK.N,Financial advisor,,0,,,,1.0
GFL.TO,Corporate,,0,,,,3.0
GFL.TO,Solid waste,562111,0,,,,3.0
GFL.TO,Environmental Services,541620,0,,,,3.0
AMBP3.SA,Response,,0,,,,3.0
AMBP3.SA,Environmental,,0,,,,3.0
AMBP3.SA,Other,,0,,,,3.0
MP.N,Mountain Pass facility,,0,,,,1.0
CARR.N,Eliminations and other,,0,,,,4.0
CARR.N,Fire & Security,"561621, 334290",0,,,,4.0
CARR.N,Refrigeration,333415,0,,,,4.0
CARR.N,HVAC,"333415, 238220",0,,,,4.0
FOUR.N,Technology solutions,,0,,,,1.0
LAVV3.SA,,,0,,,,0.0
VITL.OQ,Ethical Food,,0,,,,1.0
RAIZ4.SA,Eliminations,,0,,,,5.0
RAIZ4.SA,Marketing & Services Brazil,"457110, 424710",0,,,,5.0
RAIZ4.SA,Marketing & Services Argentina,"457110, 424710",0,,,,5.0
RAIZ4.SA,Sugar,311314,0,,,,5.0
RAIZ4.SA,Renewables,"221118, 325193",0,,,,5.0
WEWKQ.PK,"Integrates Space, Community, Services and Technology",,0,,,,1.0
CMIN3.SA,,,0,,,,0.0
GMAT3.SA,,,0,,,,0.0
HBRE3.SA,Corporate Buildings,531120,0,,,,4.0
HBRE3.SA,Others,,0,,,,4.0
HBRE3.SA,Shoppings,531120,0,,,,4.0
HBRE3.SA,ComVem Convenience Centers,531120,0,,,,4.0
RRRP3.SA,Oil & Gas,,0,,,,1.0
AVO.OQ,International Farming,111339,0,,,,3.0
AVO.OQ,Marketing & Distribution,424480,0,,,,3.0
AVO.OQ,Blueberries,111334,0,,,,3.0
NVEI.TO,Electronic payment processing,,0,,,,1.0
ARRY.OQ,STI,,0,,,,2.0
ARRY.OQ,Array,,0,,,,2.0
JSLG3.SA,Logistics Operations,"541614, 484110",0,,,,1.0
OWL.N,Asset management,,0,,,,1.0
CNXC.OQ,Software Service,,0,,,,1.0
VITT3.SA,Soil Conditioners and Organominerals,115112,0,,,,4.0
VITT3.SA,Biological Products,325320,0,,,,4.0
VITT3.SA,Soil Micros,115112,0,,,,4.0
VITT3.SA,Foliar Fertilizers and Industrial Products,"325314, 325312, 325311",0,,,,4.0
AMPS.N,Electric services,,0,,,,1.0
MNTK.OQ,Corporate,,0,,,,3.0
MNTK.OQ,Renewable Electricity Generation,221118,0,,,,3.0
MNTK.OQ,Renewable Natural Gas,211120,0,,,,3.0
PAX.OQ,INVESTMENT ADVICE,,0,,,,1.0
SHLS.OQ,Semiconductor Device,,0,,,,1.0
BRCC.N,BEVERAGES,,0,,,,1.0
TTEN3.SA,Industry,"311224, 325199, 311119",0,,,,3.0
TTEN3.SA,Inputs,444240,0,,,,3.0
TTEN3.SA,Grains,"444240, 541690, 493130",0,,,,3.0
GGPS3.SA,,,0,,,,0.0
ASAI3.SA,,,0,,,,0.0
TASK.OQ,Business Support Services,,0,,,,1.0
DLO.OQ,Payment Processing,,0,,,,1.0
ARML3.SA,,,0,,,,0.0
DTM.N,Pipeline ,"493190, 486210",0,,,,3.0
DTM.N,Gathering,"493190, 486210",0,,,,3.0
DTM.N,Eliminations,486210,0,,,,3.0
BRDG.N,Investment Management & Fund Operators,,0,,,,1.0
SOVO.OQ,Dinner and Sauces and Breakfast and Snacks,,0,,,,1.0
SLVM.N,Corporate and Intersegment Sales,,0,,,,4.0
SLVM.N,Latin America,"322120, 322110",0,,,,4.0
SLVM.N,Europe,322120,0,,,,4.0
SLVM.N,North America,"322120, 322110",0,,,,4.0
ARIS.N,Environmental infrastructure and solutions,,0,,,,1.0
HRT.N,Software solutions,,0,,,,1.0
SLND.A,Civil,237110,0,,,,2.0
SLND.A,Transportation,236220,0,,,,2.0
TPG.OQ,INVESTMENT ADVICE,,0,,,,1.0
AURE3.SA,Holding,,0,,,,5.0
AURE3.SA,Commercialization,,0,,,,5.0
AURE3.SA,Water Generation,,0,,,,5.0
AURE3.SA,Eliminations,,0,,,,5.0
AURE3.SA,Wind Generation,221118,0,,,,5.0
RXO.N,Ground Freight & Logistics,,0,,,,1.0
CLCO.OL,,,0,,,,0.0
BAM.N,"Allocating resources, making operating decisions and evaluating financial performance.",,0,,,,1.0
NTGY.MC,Adjustment/Eliminations,,0,,,,7.0
NTGY.MC,Rest,221210,0,,,,7.0
NTGY.MC,Commercialization,,0,,,,7.0
NTGY.MC,Networks Spain,,0,,,,7.0
NTGY.MC,Networks LatAm,,0,,,,7.0
NTGY.MC,Energy Management,,0,,,,7.0
NTGY.MC,Renewable and New Business,,0,,,,7.0
CARR.PA,Latin America,"445131, 445110, 424410",0,,,,4.0
CARR.PA,Europe,"445131, 445110, 424410",0,,,,4.0
CARR.PA,France,"445131, 445110, 424410",0,,,,4.0
CARR.PA,Global Functions,541211,0,,,,4.0
CNA.L,British Gas Services and solutions,"811114, 238220",0,,,,6.0
CNA.L,Energy Marketing & Trading,"221122, 221121",0,,,,6.0
CNA.L,Bord Gais Energy,"811114, 522320, 238220",0,,,,6.0
CNA.L,Upstream,"211120, 221113",0,,,,6.0
CNA.L,Centrica Business Solutions,"221210, 221122",0,,,,6.0
CNA.L,British Gas Energy,"221210, 221122",0,,,,6.0
ERG.MI,Corporate,324110,0,,,,3.0
ERG.MI,Solar,221118,0,,,,3.0
ERG.MI,Wind,221118,0,,,,3.0
TKAG.DE,,,0,,,,0.0
ABF.L,Retail,458110,0,,,,6.0
ABF.L,Sugar,311313,0,,,,6.0
ABF.L,Ingredients,311999,0,,,,6.0
ABF.L,Grocery,"311941, 311812, 311615, 311313",0,,,,6.0
ABF.L,Central,,0,,,,6.0
ABF.L,Agriculture,311119,0,,,,6.0
AIRP.PA,Gas and Services,325120,0,,,,3.0
AIRP.PA,Engineering & Construction,"541420, 541330, 236210",0,,,,3.0
AIRP.PA,Global Markets & Technologies,"424690, 333992, 325120",0,,,,3.0
CPI.L,Capita portfolio,523940,0,,,,4.0
CPI.L,Capita Experience,523940,0,,,,4.0
CPI.L,Capita public service,518210,0,,,,4.0
CPI.L,Capita P/c,523940,0,,,,4.0
REP.MC,Corporate and other,,0,,,,4.0
REP.MC,Exploration and Production,211120,0,,,,4.0
REP.MC,Industrial,211120,0,,,,4.0
REP.MC,Commercial and Renewables,459999,0,,,,4.0
ACX.MC,Unallocated,,0,,,,4.0
ACX.MC,Adjustment,,0,,,,4.0
ACX.MC,High Performance Alloys,,0,,,,4.0
ACX.MC,Stainless Steel,331110,0,,,,4.0
BEKB.BR,Rubber reinforcement products,326291,0,,,,5.0
BEKB.BR,BBRG,"314994, 332618",0,,,,5.0
BEKB.BR,Group & Business support,"331110, 332618, 332323, 331222",0,,,,5.0
BEKB.BR,Steel Wire Solutions,331222,0,,,,5.0
BEKB.BR,Specialty Businesses,"444180, 335921, 332618",0,,,,5.0
HEIG.DE,Concrete Service - Other,"541614, 483111",0,,,,6.0
HEIG.DE,Cement,327310,0,,,,6.0
HEIG.DE,Building Materials/Ready-mixed concrete-asphalt,"327320, 324121",0,,,,6.0
HEIG.DE,Aggregates,"212321, 212319",0,,,,6.0
HEIG.DE,Intra Group Eliminations,,0,,,,6.0
HEIG.DE,Reconciliation,,0,,,,6.0
REDE.MC,"Others, Corporations and Adjustments",,0,,,,4.0
REDE.MC,Telecommunications,517810,0,,,,4.0
REDE.MC,Management of electrical infrastructures,237130,0,,,,4.0
REDE.MC,International Electricity Infrastructure,237130,0,,,,4.0
FER.MC,Services,"562111, 561499, 541330",0,,,,6.0
FER.MC,Other/Corporate/Adjustment,,0,,,,6.0
FER.MC,Toll Roads,"488490, 237310",0,,,,6.0
FER.MC,Construction,"237990, 237310",0,,,,6.0
FER.MC,Airport,237990,0,,,,6.0
FER.MC,Elimination,,0,,,,6.0
BZU.MI,Unallocated,,0,,,,5.0
BZU.MI,United States of America,"327320, 327310",0,,,,5.0
BZU.MI,Central Europe,"327320, 327310",0,,,,5.0
BZU.MI,Italy,"327320, 327310",0,,,,5.0
BZU.MI,Eastern Europe,"327320, 327310",0,,,,5.0
EVNV.VI,South East Europe,"221330, 221310, 221210, 221122",0,,,,7.0
EVNV.VI,Generation,"221330, 221310, 221210, 221122",0,,,,7.0
EVNV.VI,Environment,221310,0,,,,7.0
EVNV.VI,Networks,"221330, 221310, 221210, 221122",0,,,,7.0
EVNV.VI,Energy,"221330, 221310, 221210, 221122",0,,,,7.0
EVNV.VI,All other segment.,,0,,,,7.0
EVNV.VI,Consolidation,,0,,,,7.0
AGRV.VI,Sugar,"311314, 325193, 311313, 311119",0,,,,4.0
AGRV.VI,Consolidation,,0,,,,4.0
AGRV.VI,Fruit,"311930, 311421, 311411",0,,,,4.0
AGRV.VI,Starches,"325193, 311999, 311221, 311119",0,,,,4.0
SDFGn.DE,Europe,,0,,,,1.0
COLR.BR,Un- allocated,,0,,,,5.0
COLR.BR,Retail,445110,0,,,,5.0
COLR.BR,Wholesale and Food Service,424490,0,,,,5.0
COLR.BR,Other Activities,445110,0,,,,5.0
COLR.BR,Eliminations between operating segments,,0,,,,5.0
ANA.MC,Energy,221118,0,,,,4.0
ANA.MC,Infrastructure,"237990, 237310",0,,,,4.0
ANA.MC,Other Business and Financial,"523940, 531210, 483114, 312130",0,,,,4.0
ANA.MC,Inter-Group Operations,,0,,,,4.0
FCC.MC,Cement,"327390, 327320, 327310",0,,,,8.0
FCC.MC,Ambiental Services,"562998, 562910, 562219, 562111",0,,,,8.0
FCC.MC,Integrated Water Management,"237110, 221320, 221310",0,,,,8.0
FCC.MC,Construction,"237990, 237210",0,,,,8.0
FCC.MC,Corporate,,0,,,,8.0
FCC.MC,Real Estate,531190,0,,,,8.0
FCC.MC,Eliminations,,0,,,,8.0
FCC.MC,Concessions,"561499, 488490",0,,,,8.0
ACS.MC,Industrial Services,"541330, 236210",0,,,,4.0
ACS.MC,Construction,"237310, 236220, 236210",0,,,,4.0
ACS.MC,Corporate & Adjustments,,0,,,,4.0
ACS.MC,Services,561790,0,,,,4.0
SZGG.DE,Steel Production,331110,0,,,,5.0
SZGG.DE,Technology,333993,0,,,,5.0
SZGG.DE,Trading,423510,0,,,,5.0
SZGG.DE,Consolidation/Others,,0,,,,5.0
SZGG.DE,Steel Processing,331110,0,,,,5.0
ACE.MI,Corporate,,0,,,,10.0
ACE.MI,Eliminations,,0,,,,10.0
ACE.MI,Distribution,221122,0,,,,10.0
ACE.MI,Public lighting,"221122, 221121",0,,,,10.0
ACE.MI,Overseas,"221320, 221310",0,,,,10.0
ACE.MI,Environment,221320,0,,,,10.0
ACE.MI,Generation,221121,0,,,,10.0
ACE.MI,Italian Water Services,221310,0,,,,10.0
ACE.MI,Engineering,"541330, 221320",0,,,,10.0
ACE.MI,Sales,"221122, 221121",0,,,,10.0
VOES.VI,Reconciliation,,0,,,,6.0
VOES.VI,Steel,"331110, 331513, 331221, 331210",0,,,,6.0
VOES.VI,Metals Division,"331110, 332313, 331511",0,,,,6.0
VOES.VI,Other/Consolidation,,0,,,,6.0
VOES.VI,Metal Forming,"331110, 336350, 332999, 332312",0,,,,6.0
VOES.VI,Metal Engineering,"331110, 332999, 332313",0,,,,6.0
EMG.L,Investment Management,,0,,,,1.0
SCYR.MC,Services,"562219, 561790, 237990",0,,,,5.0
SCYR.MC,Construction,"237310, 236220, 236210",0,,,,5.0
SCYR.MC,Concessions,488490,0,,,,5.0
SCYR.MC,Eliminations,,0,,,,5.0
SCYR.MC,Others,488490,0,,,,5.0
SAVEN.PA,Other Dairy Products,"311514, 311512, 311511",0,,,,4.0
SAVEN.PA,Cheese Products,311513,0,,,,4.0
SAVEN.PA,Other,,0,,,,4.0
SAVEN.PA,Intercompany Eliminations,,0,,,,4.0
FOUG.PA,Holding,,0,,,,7.0
FOUG.PA,Electrical Contracting,"541330, 237130",0,,,,7.0
FOUG.PA,CONSTRUCTION,"541330, 236220",0,,,,7.0
FOUG.PA,Road Construction and Maintenance,237310,0,,,,7.0
FOUG.PA,CONCESSIONS,"488490, 237990",0,,,,7.0
FOUG.PA,Eliminations,,0,,,,7.0
FOUG.PA,HOLDING COMPANIES,,0,,,,7.0
VOPA.AS,"Global functions, corporate activities and others",,0,,,,8.0
VOPA.AS,Americas,"493190, 488310, 424710",0,,,,8.0
VOPA.AS,Netherlands,"493190, 488310, 424710",0,,,,8.0
VOPA.AS,United States,"493190, 488320",0,,,,8.0
VOPA.AS,China & North Asia,"493190, 488320",0,,,,8.0
VOPA.AS,Europe & Africa,"493190, 488320",0,,,,8.0
VOPA.AS,Asia & Middle East,"493190, 488320",0,,,,8.0
VOPA.AS,Sinagapore,"493190, 488320",0,,,,8.0
ACKB.BR,AVH & Growth Capital,524126,0,,,,6.0
ACKB.BR,Energy & Resources,541330,0,,,,6.0
ACKB.BR,Real estate & Senior Care,"531390, 531190",0,,,,6.0
ACKB.BR,Marine Engineering & Infrastructure,"221118, 541330, 237990",0,,,,6.0
ACKB.BR,Intercompany Eliminations,,0,,,,6.0
ACKB.BR,Private Banking,522110,0,,,,6.0
TEPRF.PA,Continental Europe & MEA,"561422, 561421",0,,,,4.0
TEPRF.PA,Iberico-Latam,"561422, 561421",0,,,,4.0
TEPRF.PA,Anglophone and Asia-Pacific,"561422, 541614",0,,,,4.0
TEPRF.PA,Specialist Services,"561599, 561499, 561440, 541930",0,,,,4.0
EBRO.MC,Rice,311212,0,,,,5.0
EBRO.MC,Others,,0,,,,5.0
EBRO.MC,Pasta,"311824, 311991",0,,,,5.0
EBRO.MC,EP Holdings,,0,,,,5.0
EBRO.MC,Others/Eliminations,,0,,,,5.0
BAMN.AS,Eliminations and miscellaneous,,0,,,,5.0
BAMN.AS,Belgium germany and international ,236220,0,,,,5.0
BAMN.AS,Division UK&I,236220,0,,,,5.0
BAMN.AS,Division NL,236220,0,,,,5.0
BAMN.AS,Invesis,236220,0,,,,5.0
ABGV.VI,BU1,237990,0,,,,6.0
ABGV.VI,Holding,,0,,,,6.0
ABGV.VI,BU3,"237990, 237310, 237130, 237110",0,,,,6.0
ABGV.VI,BU2,"237990, 237310, 237130, 237110",0,,,,6.0
ABGV.VI,PL - Poland,"237990, 237310, 237120, 236118",0,,,,6.0
ABGV.VI,"CEE - Czech Republic,Slovakia and Romania","236118, 236117",0,,,,6.0
HLAN.AS,Other Unquoted,525990,0,,,,2.0
HLAN.AS,Quoted Minority Interests,525990,0,,,,2.0
LKOH.MM,,,0,,,,0.0
SNGS.MM,,,0,,,,0.0
OMVV.VI,Adjustment,,0,,,,5.0
OMVV.VI,Corporate and other,,0,,,,5.0
OMVV.VI,Chemicals and materials,325998,0,,,,5.0
OMVV.VI,Fuels & Feedstock,"211120, 324110, 213112, 213111",0,,,,5.0
OMVV.VI,Energy,"325998, 324199",0,,,,5.0
WBSV.VI,Group Eliminations,,0,,,,4.0
WBSV.VI,North America,327331,0,,,,4.0
WBSV.VI,Wienerberger Piping Solutions,"327120, 326122",0,,,,4.0
WBSV.VI,Wienerberger Building Solutions,"327120, 327331",0,,,,4.0
TTEF.PA,Corporate,,0,,,,6.0
TTEF.PA,Intercompany,,0,,,,6.0
TTEF.PA,Refining and chemiclas,"325110, 324110",0,,,,6.0
TTEF.PA,Marketing and Services,"457110, 424710",0,,,,6.0
TTEF.PA,Exploration and Production,"211130, 211120, 324110",0,,,,6.0
TTEF.PA,"Gas,Renewables and Power","211130, 221210",0,,,,6.0
SIEGn.DE,,,0,,,,0.0
TSCO.L,Tesco Bank,"524114, 524113, 522110",0,,,,3.0
TSCO.L,UK & ROI,"455110, 445131, 522110, 445110",0,,,,3.0
TSCO.L,Central Europe,"455110, 445131, 522110, 445110",0,,,,3.0
AD.AS,The United States,445110,0,,,,2.0
AD.AS,Europe,445110,0,,,,2.0
AKZO.AS,other,561499,0,,,,3.0
AKZO.AS,Performance Coatings,325510,0,,,,3.0
AKZO.AS,Decorative Paints,325510,0,,,,3.0
KDSKF.PK,Other Activities,"211120, 486210, 486110",0,,,,5.0
KDSKF.PK,Corporate,561499,0,,,,5.0
KDSKF.PK,Animal Nutrition & Health,,0,,,,5.0
KDSKF.PK,Health Nutrition & Care,,0,,,,5.0
KDSKF.PK,Food & Bverage,,0,,,,5.0
MT.AS,Europe,"331110, 331210",0,,,,7.0
MT.AS,ACIS,331110,0,,,,7.0
MT.AS,Other,,0,,,,7.0
MT.AS,Eliminations,,0,,,,7.0
MT.AS,Mining,,0,,,,7.0
MT.AS,Brazil,"331110, 331210",0,,,,7.0
MT.AS,NAFTA,"331110, 331210",0,,,,7.0
AAL.L,Corporate and Other,,0,,,,11.0
AAL.L,Platinum Group Metals,"331410, 212290",0,,,,11.0
AAL.L,Coal,"212115, 212114",0,,,,11.0
AAL.L,Iron Ore,212210,0,,,,11.0
AAL.L,Associates,,0,,,,11.0
AAL.L,Copper,212230,0,,,,11.0
AAL.L,De Beers,,0,,,,11.0
AAL.L,Crop Nutrients,"212390, 325311",0,,,,11.0
AAL.L,Unallocated,,0,,,,11.0
AAL.L,Manganese,212210,0,,,,11.0
AAL.L,Nickel,212230,0,,,,11.0
SBRY.L,Retail,"445131, 445110",0,,,,2.0
SBRY.L,Financial Services - UK,"524114, 524113, 522210, 522110",0,,,,2.0
RIO.L,Aluminium,"331313, 212290",0,,,,7.0
RIO.L,Copper,212230,0,,,,7.0
RIO.L,Iron Ore,212210,0,,,,7.0
RIO.L,Other operations,561499,0,,,,7.0
RIO.L,Intercompany Eliminations,,0,,,,7.0
RIO.L,Share of Equity Accounts Units,,0,,,,7.0
RIO.L,Minerals,"212390, 212290, 212210",0,,,,7.0
ENI.MI,Exploration and Production,211120,0,,,,5.0
ENI.MI,Corporate and Other Assets,,0,,,,5.0
ENI.MI,Refining & Marketing and Chemicals,325110,0,,,,5.0
ENI.MI,"EGL, Power, Renewables",221112,0,,,,5.0
ENI.MI,Global Gas & LNG Portfolio,221210,0,,,,5.0
ALBON.PA,Property-Real Estate,"531311, 531120, 531110",0,,,,6.0
ALBON.PA,Hotel Sector,"721110, 523910",0,,,,6.0
ALBON.PA,Financial Sector,523999,0,,,,6.0
ALBON.PA,Hydrotherapy,523910,0,,,,6.0
ALBON.PA,IFRS8,,0,,,,6.0
ALBON.PA,Heritage activity,523910,0,,,,6.0
CAIV.VI,,,0,,,,0.0
IMFI.VI,Offices,"531210, 531120, 531110",0,,,,6.0
IMFI.VI,Other,,0,,,,6.0
IMFI.VI,Operating Costs Charged on to Tenants,531120,0,,,,6.0
IMFI.VI,Retail,"531210, 531120, 531110",0,,,,6.0
IMFI.VI,Other Rental Income,531190,0,,,,6.0
IMFI.VI,Income from non-performance-related components of operating costs,"531390, 531120",0,,,,6.0
ENAG.MC,Infrastructure,486210,0,,,,4.0
ENAG.MC,Technical Management,"561499, 237120",0,,,,4.0
ENAG.MC,Adjustment/Consolidation,,0,,,,4.0
ENAG.MC,Non-Regulated Activities,"541990, 486210, 237120, 213112",0,,,,4.0
SIBN.MM,,,0,,,,0.0
CHMF.MM,,,0,,,,0.0
TATN.MM,Exploration and Production,211120,0,,,,6.0
TATN.MM,Refining and Marketing,"457120, 324110",0,,,,6.0
TATN.MM,Corporate and Other,"423830, 213111",0,,,,6.0
TATN.MM,Eliminations and Intersegment,,0,,,,6.0
TATN.MM,Banking- Fee and Commission Income,,0,,,,6.0
TATN.MM,Banking- Interest Income,,0,,,,6.0
EXMR.BR,Eliminations,,0,,,,5.0
EXMR.BR,Shipping,483111,0,,,,5.0
EXMR.BR,supporting services,483111,0,,,,5.0
EXMR.BR,Reconciliation,,0,,,,5.0
EXMR.BR,Infrastructure,237120,0,,,,5.0
SIAG.VI,Operating Segment,"531120, 531110",0,,,,2.0
SIAG.VI,Operating Segment -CEE,"531120, 531110",0,,,,2.0
HRA.MI,Water Services,"221320, 221310",0,,,,6.0
HRA.MI,Structure,,0,,,,6.0
HRA.MI,Other Services,,0,,,,6.0
HRA.MI,Gas Services,221210,0,,,,6.0
HRA.MI,Environmental Services,"562119, 562111",0,,,,6.0
HRA.MI,Electricity Services,"221122, 221121, 221113, 221112",0,,,,6.0
NG.L,UK Electricity Transmission,221121,0,,,,6.0
NG.L,NGV and Other,,0,,,,6.0
NG.L,New York,"486210, 221210, 221122, 221121",0,,,,6.0
NG.L,New England,"486210, 221210, 221122, 221121",0,,,,6.0
NG.L,UK Electricity System Operator,221121,0,,,,6.0
NG.L,UK Electricity Distribution,221122,0,,,,6.0
NLMK.MM,Mining and Processing of Raw Materials,"212290, 212210",0,,,,8.0
NLMK.MM,Foreign Rolled Products Segment USA,331221,0,,,,8.0
NLMK.MM,Sale of Metal products,332812,0,,,,8.0
NLMK.MM,Flat Rolled Steel Products - Russia,331221,0,,,,8.0
NLMK.MM,Investment in Assiociate Entity,331221,0,,,,8.0
NLMK.MM,Deconsolidation,331221,0,,,,8.0
NLMK.MM,Long Steel Product - Russia,331221,0,,,,8.0
NLMK.MM,Intersegment,331221,0,,,,8.0
TRN.MI,Non-regulated Activities,541330,0,,,,4.0
TRN.MI,Regulated activity in Italy,221121,0,,,,4.0
TRN.MI,International activities,221121,0,,,,4.0
TRN.MI,Cost of International Activities,,0,,,,4.0
EUAV.BR,Equity acoounted investees,,0,,,,3.0
EUAV.BR,Tankers,483111,0,,,,3.0
EUAV.BR,Floating Production Storage & Offloading Operations (FSO),483111,0,,,,3.0
NVTK.MM,,,0,,,,0.0
ELI.BR,Hertz Transmission- German,221121,0,,,,4.0
ELI.BR,Elia Transmission - Belgium,221121,0,,,,4.0
ELI.BR,Consolidation Entries- Cons,,0,,,,4.0
ELI.BR,Non-regulated activities,,0,,,,4.0
MAGN.MM,Steel/Turkey,331110,0,,,,4.0
MAGN.MM,Steel/Russia,"331110, 331222, 331221",0,,,,4.0
MAGN.MM,Coal Mining,212115,0,,,,4.0
